hotel_id,address,hotel_facilities,hotel_star_rating,rating,pageurl,room_count,no_per_room,room_type,similar_hotel,path ref id,cost
11,"TC 68/1883-1 Koprapura Road, Pachalloor Bye Pass, 695027 Tiruvallam, India – Show map","Bathroom:Toilet paper|Towels|Bath or Shower|Bathroom|Toilet|Bath|Shower•Bedroom:Wardrobe/Closet•View:Pool view|Garden view|Sea view|View•Outdoors:Terrace|Balcony|Garden•Kitchen:Cleaning products|Microwave|Refrigerator•Room Amenities:Sofa bed|Drying rack for clothing|Clothes rack•Pets:Pets are allowed. Charges may be applicable.•Activities:Evening entertainment•Living Area:Dining area|Sofa|Desk•Media & Technology:Computer|TV•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|24-hour front desk•Entertainment and family services:Baby safety gates|Child safety socket covers•General:Mosquito net|Tile/Marble floor|Carpeted|Heating|Fan|Ironing Facilities|Air Conditioning|Safety Deposit Box",1,3,http://www.booking.com/hotel/in/oceana-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,2,4,Deluxe Double Room,Vijaya Varma Beach Resort,12,2500
12,"Trinity House, No. 773, 3rd stage, 3rd cross, Gokulam, 570002 Mysore, India – Great location -","Miscellaneous:Air conditioning|Soundproof rooms|Lift|Family rooms•Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:Sun terrace|Balcony|Terrace•Kitchen:Oven|Electric kettle|Kitchen|Washing Machine|Microwave|Refrigerator|Kitchenette•Accessibility:Upper floors accessible by lift•Room Amenities:Clothes rack|Tile/Marble floor|Private entrance|Fan|Ironing Facilities•Services & Extras:Wake-up service•Pets:Pets are not allowed.•Living Area:Dining area|Sofa|Desk•Media & Technology:Flat-screen TV|Satellite Channels|TV•Food & Drink:Breakfast in the room|Room service•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Transport:Airport shuttle (surcharge)|Car hire•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry",1,5,http://www.booking.com/hotel/in/varsha-enclave-trinity-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,11,6,Studio with Balcony,Treebo Golden Castle,13,3000
13,"Opp. Vishal Mega Mart, Old Ranipur More, 249407 Haridwār, India – Great location -","Bathroom:Towels|Bathroom|Toilet|Shower•Bedroom:Wardrobe/Closet•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Telephone|TV•Internet:No internet access available.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Room service•General:Air conditioning|Non-smoking throughout|Fan•Languages spoken:",2,7,http://www.booking.com/hotel/in/grand-haridwar.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,8,4,Deluxe Double Room,Chitra Grand|Nature Care Village|Amraai,14,3500
14,"Coonoor Road, Beside Eye Hospital, 643001 Ooty, India – Show map","Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:View•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Bicycle rental•Living Area:Sofa•Media & Technology:Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Bar|Restaurant•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Wake-up service|Tour desk|Car hire|Laundry|24-hour front desk|Room service•General:Hardwood/Parquet floors|Soundproofing",1,9,http://www.booking.com/hotel/in/blue-bird-ooty.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,24,3,Deluxe Double Room with Bath,"La Flora Amberley Resort, Ooty|The Abode|DiviheritageInn",15,5000
15,"At Post Ganpatipule, Prachin Konkan Road, 415615 Ganpatipule, India – Show map","Bathroom:Toilet•Outdoors:Terrace|Garden•Room Amenities:Drying rack for clothing•Pets:Pets are not allowed.•Activities:Cycling|Bicycle rental•Food & Drink:Breakfast in the room|Restaurant•Internet:WiFi is available in public areas and costs  INR  100 per  24 hours.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Ticket service|Tour desk|Car hire|Room service•General:Paid WiFi|Non-smoking throughout|Fan|Family rooms|Non-smoking rooms|Newspapers•Languages spoken:",1,2,http://www.booking.com/hotel/in/center-point-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,8,5,Budget Double Room,Yash Garden Residency,16,4500
16,"NH 49, Kochi - Madurai, Iruttukanam Near Elephant Camp, 685561 Munnar, India – Great location -","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet|Dressing Room|Extra Long Beds (> 2 metres)•View:Mountain view|View•Outdoors:Sun terrace|BBQ facilities|Balcony•Kitchen:Shared kitchen|Dining table•Room Amenities:Sofa bed|Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Hiking|Library|Bicycle rental|Darts|Children's playground|Fishing•Living Area:Dining area|Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|TV•Food & Drink:Kid meals|Special diet menus (on request)|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Luggage storage|Tour desk|Express check-in/check-out|24-hour front desk•Entertainment and family services:Baby safety gates|Board games/puzzles|Child safety socket covers•Cleaning services:Daily maid service|Ironing service|Laundry•General:Designated smoking area|Non-smoking throughout|Mosquito net|Hardwood/Parquet floors|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Packed lunches|Soundproof rooms|Fan|Facilities for disabled guests|Non-smoking rooms|Room service•Languages spoken:",1,4,http://www.booking.com/hotel/in/mistletoe-homestay-amp-cafe.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,5,2,Deluxe Double Room with Extra Bed,Green Magic Home,17,5500
17,"Keerikara PO,Thekkady keerikara, 685533 Vandiperiyār, India – Show map","Bedroom:Wardrobe/Closet•View:Garden view|Lake view|View•Outdoors:BBQ facilities|Garden•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Free!
Pets are allowed. No extra charges.•Activities:Cycling|Hiking|Fishing•Living Area:Fireplace•Food & Drink:Special diet menus (on request)|Restaurant (à la carte)|Restaurant•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Tour desk|Packed lunches|24-hour front desk|Room service•General:Safety deposit box|Fan",1,8,http://www.booking.com/hotel/in/harithavanam-farm-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,4,4,Deluxe Room,Chillax Vagamon,19,2500
18,"92 Barog, District Solan, National Highway, 173211 Solan, India – Show map","Bathroom:Toilet paper|Linen|Towels|Slippers|Bathroom|Toilet|Free toiletries|Hairdryer|Shower•Bedroom:Wardrobe/Closet•View:City view|View•Outdoors:Sun terrace|Barbecue|BBQ facilities|Balcony|Terrace•Kitchen:Shared kitchen•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Evening entertainment|Nightclub/DJ|Entertainment staff|Cycling|Billiards•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels|Telephone|Pay-per-view Channels•Food & Drink:Snack bar|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Private check-in/check-out|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Entertainment and family services:Babysitting/child services•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Shared lounge/TV area|Shuttle service (surcharge)|Designated smoking area|Wake-up service|Heating|Tile/Marble floor|Soundproofing|Car hire|Packed lunches|Soundproof rooms|Safety deposit box|VIP room facilities|Family rooms|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service•Languages spoken:",1,10,http://www.booking.com/hotel/in/ellays-dream-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,10,6,Standard Double Room,Snow Valley Resorts|Hotel Sai|Torrentium Lodge,20,3000
19,"8433, Arya Nagar, Street No. 1, Behind Bank Of India, Pahar Ganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map","Bathroom:Towels|Towels/Sheets (extra fee)|Bath or Shower|Slippers|Shower•Bedroom:Wardrobe/Closet•Room Amenities:Clothes rack•Pets:Pets are allowed. Charges may be applicable.•Living Area:Desk•Media & Technology:Cable Channels|TV•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:No parking available.•Reception services:Ticket service|Currency exchange|24-hour front desk•Cleaning services:Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Air conditioning|Wake-up service|Tile/Marble floor|Car hire|Interconnected room(s) available|Fan|Family rooms|Newspapers|Room service•Languages spoken:",3,3,http://www.booking.com/hotel/in/swisston-inn-new-delhi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,27,4,Budget Double Room,Hotel Sita International,21,3500
20,"Kasturba Road, Near Matheran Market, 410102 Mātherān, India – Great location -","Outdoors:Garden•Pets:Pets are not allowed.•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:No parking available.•Services:Tour desk•General:Air conditioning",2,6,http://www.booking.com/hotel/in/premdeep.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,15,3,Deluxe Single Room,Nakshatra Residency,22,5000
21,"Sun Acre Ketti-Palada Road, 643215 Ketti, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Hairdryer|Shower•Bedroom:Wardrobe/Closet•View:View•Outdoors:Garden•Kitchen:Electric kettle•Pets:Free!
Pets are allowed on request. No extra charges.•Living Area:Desk•Food & Drink:Special diet menus (on request)|Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Shared lounge/TV area•Reception services:24-hour front desk•Entertainment and family services:Books, DVDs or music for children|Board games/puzzles•Cleaning services:Daily maid service|Ironing service|Laundry•General:Airport shuttle (surcharge)|Designated smoking area|Wake-up service|Hardwood/Parquet floors|Heating|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Soundproof rooms|VIP room facilities|Fan|Ironing Facilities|Non-smoking rooms|Newspapers|Room service•Languages spoken:",1,9,http://www.booking.com/hotel/in/the-clive-and-curzon.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,16,5,Superior Queen Room,Hanging Huts Resorts|The Gateway Hotel Coonoor|Hill Country Lovedale,23,4500
22,"10 Duraisamy Reddy Street West Tambaram near passport office, 600045 Tambaram, India – Show map","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Slippers|Toilet|Free toiletries|Bathrobe|Shower•Bedroom:Wardrobe/Closet|Dressing Room•View:View•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Hot tub/jacuzzi•Living Area:Fireplace|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Currency exchange|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Business centre|Meeting/banquet facilities•General:Shared lounge/TV area|Air conditioning|Non-smoking throughout|Mosquito net|Wake-up service|Tile/Marble floor|Soundproofing|Car hire|Interconnected room(s) available|Soundproof rooms|Lift|VIP room facilities|Fan|Family rooms|Non-smoking rooms|Newspapers|Room service•Languages spoken:",1,3,http://www.booking.com/hotel/in/grand-parkway.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,29,2,Deluxe Twin Room,Hotel Maruthi Residency|Savera Hotel|Paramount Inn,26,2500
23,"Ring Road, Laxminagar, 415523 Phaltan, India – Show map","Bathroom:Linen|Towels|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Cable Channels|Telephone•Food & Drink:Restaurant•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Laundry•General:Airport shuttle (surcharge)|Shuttle service (surcharge)|Air conditioning|Non-smoking throughout|Mosquito net|Executive Lounge Access|Wake-up service|Tile/Marble floor|Carpeted|Lift|Fan|Family rooms|Facilities for disabled guests|Non-smoking rooms|Room service•Languages spoken:",2,4,http://www.booking.com/hotel/in/aaryamaan.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,22,4,Deluxe King Suite,,27,3000
24,"8177/8178, Arakashan Road, Pahar Ganj, New Delhi, Delhi 110055, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map","Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Toilet|Free toiletries|Shower•View:City view|Landmark view|View•Outdoors:Terrace•Pets:Pets are not allowed.•Activities:Cycling|Bicycle rental•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Restaurant (à la carte)|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:No parking available.•Reception services:Lockers|Private check-in/check-out|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Trouser press|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Adult only|Mini-market on site|Shared lounge/TV area|Airport shuttle (surcharge)|Vending machine (snacks)|Vending machine (drinks)|Shuttle service (surcharge)|Air conditioning|Shops (on site)|Wake-up service|Car hire|Packed lunches|Soundproof rooms|Gift shop|Safety deposit box|Fan|Facilities for disabled guests|Ironing Facilities|Non-smoking rooms|Iron|Newspapers|Safety Deposit Box|Room service",2,5,http://www.booking.com/hotel/in/white-house-tourist-lodge.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,21,6,Deluxe Double Room,Hotel Sai International|Rams Inn|Stops Hostel Delhi,28,3500
25,"TC 68/1883-1 Koprapura Road, Pachalloor Bye Pass, 695027 Tiruvallam, India – Show map","Bathroom:Toilet paper|Towels|Bath or Shower|Bathroom|Toilet|Bath|Shower•Bedroom:Wardrobe/Closet•View:Pool view|Garden view|Sea view|View•Outdoors:Terrace|Balcony|Garden•Kitchen:Cleaning products|Microwave|Refrigerator•Room Amenities:Sofa bed|Drying rack for clothing|Clothes rack•Pets:Pets are allowed. Charges may be applicable.•Activities:Evening entertainment•Living Area:Dining area|Sofa|Desk•Media & Technology:Computer|TV•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|24-hour front desk•Entertainment and family services:Baby safety gates|Child safety socket covers•General:Mosquito net|Tile/Marble floor|Carpeted|Heating|Fan|Ironing Facilities|Air Conditioning|Safety Deposit Box",1,6,http://www.booking.com/hotel/in/oceana-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,2,4,Deluxe Double Room,Vijaya Varma Beach Resort,29,5000
26,"Opp. C.I.M.F.R. Surya Vihar Colony, Bartand, 826001 Dhanbād, India – Show map","Bathroom:Toilet paper|Linen|Towels|Bidet|Towels/Sheets (extra fee)|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Bathrobe|Hairdryer|Bath|Shower•Bedroom:Wardrobe/Closet|Alarm clock|Dressing Room|Extra Long Beds (> 2 metres)•View:City view|Landmark view|Mountain view|Garden view•Outdoors:Outdoor dining area|Outdoor furniture|Barbecue|Patio|Terrace•Kitchen:Children's high chair|Dining table|Coffee machine|Cleaning products|Stovetop|Oven|Tumble dryer|Kitchenware|Electric kettle|Kitchen|Washing Machine|Dishwasher|Microwave|Refrigerator|Kitchenette•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are allowed on request. Charges may be applicable.•Activities:Evening entertainment•Living Area:Dining area|Sofa|Fireplace|Seating Area|Desk•Media & Technology:Blu-ray player|Flat-screen TV|Cable Channels|Satellite Channels|Video Games|Video|Radio|Fax|Telephone|TV|Pay-per-view Channels•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Concierge service|ATM/cash machine on site|Ticket service|Currency exchange|Express check-in/check-out|24-hour front desk•Entertainment and family services:Baby safety gates|Books, DVDs or music for children|Child safety socket covers•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Business centre|Meeting/banquet facilities•General:Mini-market on site|Electric blankets|Hypoallergenic|Air conditioning|Non-smoking throughout|Allergy-free room|Shops (on site)|Mosquito net|Executive Lounge Access|Wake-up service|Hardwood/Parquet floors|Heating|Tile/Marble floor|Soundproofing|Private entrance|Laptop safe|Interconnected room(s) available|Carpeted|Gift shop|Lift|Fan|Family rooms|Barber/beauty shop|Ironing Facilities|Trouser Press|Iron|Wake Up Service/Alarm Clock|Safety Deposit Box|Room service•Languages spoken:",3,7,http://www.booking.com/hotel/in/s-g-international-dhanbad.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,24,3,Deluxe Room,Hotel Cocoon,30,4500
27,"Jaisalkot Kuldhara Turn, Off Sam Road, Jaisalmer, Rajasthan, 345001 Dedha, India – Show map","Outdoors:Outdoor pool (all year)|BBQ facilities|Terrace|Garden•Pets:Pets are not allowed.•Activities:Evening entertainment•Food & Drink:Kid meals|Snack bar|Restaurant (buffet)|Restaurant (à la carte)|Bar|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:Luggage storage|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Cleaning services:Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Non-smoking throughout|Packed lunches|Safety deposit box|Lift|Facilities for disabled guests|Newspapers|Room service•Languages spoken:",5,8,http://www.booking.com/hotel/in/jaisalkot.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,50,5,Family Suite,,31,5500
28,"Bypass Road, Tharakandam Complex, Chottanikkara Mulanthuruthy Rd,Thrippunithura, 682312 Chottanikara, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Toilet|Shower•Bedroom:Wardrobe/Closet|Dressing Room•View:View•Outdoors:Terrace|Garden•Room Amenities:Sofa bed|Drying rack for clothing|Clothes rack•Pets:Free!
Pets are allowed on request. No extra charges.•Activities:Children's playground•Living Area:Sofa|Desk•Media & Technology:Cable Channels|TV•Food & Drink:Restaurant•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Daily maid service|Airport shuttle (surcharge)|Private check-in/check-out|Car hire|Packed lunches|24-hour front desk|Meeting/banquet facilities|Room service•General:Tile/Marble floor|Soundproofing|Private entrance|Soundproof rooms|Fan",1,9,http://www.booking.com/hotel/in/lotus-tourist-home.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,2,2,Budget Double Room,Indraprastha Residency,32,6000
